Universidad de Origen:;Título:;Nº referencia de la solicitud:;Tipo:;Apellidos y Nombre/ Persona Jurídica:;Nombre/ Persona Jurídica-C2:;Nombre y apellidos-C2:;Solicitada:;Fecha solicitud:;Denegada:;Concedida:;Nº BOPI /Asiento registral/Registro VV:;¿Abandonada?;Códigos CIP:;Breve Descripción/Resumen:;Palabras Clave:;Clasificación: (Códigos UNESCO);País/es de prioridad:;Área Nacional;Área Europea;Área PCT;Otros (especificar);Posible aplicación industrial;Especificar el nº de referencia;Observaciones;Estudio previo (si/no);Plan de comecialización (si/no);Plan de negocio (si/no);S/N;Posible aplicación industrial:;Observaciones:
Burgos;Rehabilit - Ar;BU-8-12;Registro de Propiedad intelectual;Oscar Zorrilla, Pedro Luis Sanchez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;19/01/2012;;;;;;Programa informático para programar sesiones de rehabilitación a personas con movilidad reducida utilizando la Realidad Aumentada;Realidad Aumentada, rehabilitación;;;;;;;;;;SI;NO;NO;;Hospitales, mutuas y centros de rehabilitación ;
Burgos;Dispositivo de fraccionamiento de probetas miniatura entalladas;U201101229;Modelo de utilidad;Isidoro Iván Cuesta Segura, Jesús Manuel Alegre Calderón.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;26/12/2011;NO;SI;;;;"La presente invención, se refiere a un dispositivo de fraccionamiento de probetas
miniatura entalladas, el cual ha sido concebido y realizado en orden a posibilitar 5 la rotura
frágil de la probeta en dos mitades iguales como parte del proceso previo a la evaluación
de la profundidad de la grieta, en orden a conseguir una rotura a lo largo del plano de
entalla. Básicamente, el dispositivo desarrollado se compone de tres piezas de acero
ensamblables entre sí asemejándose a un ensayo miniatura de flexión en tres puntos,
10 está diseñado para que la probeta miniatura entallada se aloje en el mismo y quede
debidamente sujeta para llevar a cabo su fraccionamiento.";;;ESPAÑA;SI;NO;NO;;;;;NO;NO;NO;;Industria metalúrgica;NO LICENCIADA
Burgos;Software para el diseño de un seguidor solar basado en cinemática paralela;BU-215-11;Registro de Propiedad intelectual;Miguel de Simón Martín.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;16/12/2011;;;;;;Programa informático para la optimización de seguidores solares ;seguidor solar, energía solar;;;;;;;;;;SI;NO;NO;;Optimización de instalaciones solares fotovoltaicas;
Burgos;Procedimiento de obtención de yeso aligerado con residuo de poliamida en polvo ;P201100886;Patente;Jesús Gadea Sáinz, Verónica Calderón Carpintero, Sara Gutierrez González, Angel Rodríguez Sáiz, Carlos Junco Petrement, Lourdes Alameda cuenca-Romero, Sara Serna Avendaño.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;03/08/2011;NO;SI;NO TIENE;;PENDIENTE;Fabricación de un yeso o escayola aligerada, utilizando polvo de diferenctes poliamidas procedentes de subproductos industriales;poliamida, yeso aligerado;;ESPAÑA;SI;;;;;;;SI;NO;NO;;Construcción ;NO LICENCIADA
Burgos;Dispositivo de sujección para el desbaste y pulido de probetas miniatura;U201100591;Modelo de utilidad;Isidoro Iván Cuesta Segura, Jesús Manuel Alegre Calderón, Pedro Miguel Bravo Díez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;27/06/2011;NO;SI;;NO;;La presente invención, se refiere a un dispositivo de sujeción de probetas miniatura, el cual ha sido concebido y realizado en orden a posibilitar un correcto desbaste y posterior pulido de este tipo de probetas como parte del proceso de preparación previo a su ensayo, en orden a conseguir el espesor deseado asegurando el paralelismo entre caras. Básicamente, el dispositivo desarrollado se compone de dos piezas de acero acoplables entre sí mediante un tornillo Allen, estando la unión guiada por dos centradores, está diseñado para que la probeta miniatura se aloje en el mismo y quede debidamente sujeta gracias a las fuerzas de contacto que aparecerán cuando el conjunto encuentre montado.;pulido, desbaste, probetas miniaturas;;ESPAÑA;SI;;;;;;;NO;NO;NO;;Construcción ;NO LICENCIADA
Burgos;Dispositivo de afilado de cadenas para motosierra y procedimiento de utilización del mismo;P201100742;Patente;Justo Ruiz Calvo, Alberto Martinez Martinez, Jesús Mario Turiso Portal, Antonio De Diego Jimeno, Jesus Pelaez Vara, Francisco Javier Gomez Gil.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;24/06/2011;NO;SI;NO TIENE;NO;PENDIENTE;"La invención se refiere a un dispositivo para el afilado de cadenas de corte empleadas en las motosierras convencionales. Esta autoafiladora se activa con la energía aportada por el propio motor de la motosierra, de forma que el afilado se puede hacer ?in situ? en el propio lugar de trabajo en el campo, sin tener que quitar la cadena de la propia máquina. La afiladora dispone de un eje flexible acoplable al cigüeñal del motor con el que sincroniza el movimiento de avance de cadena con el movimiento de afilado de las cuchillas de corte 

";afilado y cadenas;;ESPAÑA;SI;;;;;;;SI;NO;NO;;Construccion ;NO LICENCIADA
Burgos;Procedimiento de obtención de morteros aligerados con poliamida en polvo reciclada utilizada como árido;P201100664;Patente;Jesús Gadea Sáinz, Verónica Calderón Carpintero, Sara Gutierrez González, Yesica Pardo Delgado, Ángel Rodriguez Sáiz, Aitor Martín de la Fuente.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;10/06/2011;NO;SI;NO TIENE;NO;PENDIENTE;La invención se basa en la obtención de un material aligerado obtenido a partir del reciclado de polvo de poliamida como árido, que sustituye a los morteros de albañilería aligerados, eliminando todos o parte de los áridos expansivos u otro tipo de compuestos más tradicionales que se emplean en la fabricación de estos productos;Poliamida, mortero ligero y reciclado;;ESPAÑA;SI;;;;;;;SI;NO;NO;;Ingeniería Civil, construcción;NO LICENCIADA
Burgos;Sistema de optimización y racionalización de las rutas del transporte escolar;BU-43-11;Registro de Propiedad intelectual;Joaquín Antonio Pacheco Bonrostro.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;28/02/2011;;;;;;Programa informático para el diseño de las rutas de transporte escolar en la provincia de Burgos;Sistema de Información Geográfica ( GIS);;;;;;;;;;SI;NO;NO;;Diseño de rutas escolares aplicado a cualquier provincia;Aplicación para la administración ( Diputación de Burgos). El trabajo se ha realizado con su colaboración en cuanto al acceso de datos para realizar el estudio
Burgos;Sistema de racionalización del Transporte urbano;BU-44-11;Registro de Propiedad intelectual;Joaquín Antonio Pacheco Bonrostro.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;28/02/2011;;;;;;Programa informático para la optimización del diseño de transporte público urbano;Sistema de Información Geográfica ( GIS);;;;;;;;;;SI;NO;NO;;Diseño de rutas urbanas de cualquier municipio;Los datos han sido facilitados por el ayuntamiento de Burgos.
Burgos;Procedimiento y dispositivo para la compactación de probetas prismáticas para la caracterización de materiales granulares tratados con conglomerantes hidráulicos para su uso en carreteras;P201100179;Patente;Miguel Angel Vicente Cabrera, Dorys Carmen Gonzalez Cabrera, Hernán Gonzalez Orden, Alaitz Linares Unamunzaga.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;18/02/2011;NO;SI;NO TIENE;NO;PENDIENTE;La invención consiste en un nuevo procedimiento y dispositivo de ensayo para la compactación de probetas prismáticas de materiales tratados con conglomerantes hidráulicos para uso en carreteras,;dispositivo, compactación probetas;;ESPAÑA;SI;NO;NO;;;no tiene;;SI;NO;NO;;Ingeniería Civil, Construcción ;NO LICENCIADA
Burgos;Herramienta de Asistencia para discapacitados auditivos (HADA);BU-39-11;Registro de Propiedad intelectual;Carlos Eutiquio Tejedor Izquierdo, Pedro Luis Sánchez Ortega.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;17/02/2011;;;;;;Conjunto de herramientas Software que ayuden a la conversión de la voz a texto en tiempo real y aplicado a dicapacitados auditivos;streaming;;;;;;;;;;SI;NO;NO;;Software para conversión voz texto en tiempo real. Distintos ámbitos de aplicación: conferencias, reuniones laborales, uso para docencia y aquellas en las que mejore la comunicación de personas con discapacidades auditivas) ;
Burgos;Monómeros Vinílicos y membranas poliméricas densas como sensores fluorogénicos de cationes pesados y de moléculas biológicas;P201100041;Patente;Saúl Valllejos Calzada, Pedro Antonio Estévez Bolívar, Hamid El kaoutit, Miriam Trigo López, Saturnino Ibeas Cortes, Maria Asunción Muñoz Santamaria, Félix Clemente García García, Felipe Serna Arenas, Jose Luis De la Peña Albillos, Jose Miguel García Peña.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;17/01/2011;NO;SI;NO TIENE;NO;PENDIENTE;La presente invención se relaciona con la preparación de nuevos monómeros vinílicos que actúan como sensores fluorogénicos de cationes pesados y de moléculas neutras en disolución orgánica u orgánico-acuosa;sensores fluorogénicos;;ESPAÑA;SI;NO;NO;;;no tiene;;SI;NO;NO;;Industria Química y Farmaceútica;NO LICENCIADA
Burgos;Procedimiento de obtención de hormigón bituminoso en caliente con residuo de poliuretano espumado;P201100023;Patente;Sara Gutierrez González, Jesús García Sáinz, Verónica Calderón Carpintero, Angel Rodríguez Sáiz, Aitor Martín de la Fuente, Pedro Luis Campos de la Fuente.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;12/01/2011;NO;SI;NO TIENE;NO;C04B18/20 C04B16/04;La presente invención tiene por objetivo el empleo de espumas rígidas de poliuretano, provenientes de residuos industriales y su incorporación a mezclas asfálticas para fabricar nuevos hormigones bituminosos de uso en la ingeniería civil.;Poliuretano, firme bituminoso;;ESPAÑA;SI;NO;NO;;;no tiene;;SI;NO;NO;;Ingeniería Civil; LICENCIADA 
Burgos;Procedimiento para la reducción catalítica de sulfóxidos orgánicos;P201001413;Patente;Roberto Sanz Díez, Manuel Angel Fernández Rodriguez, Rubén Rubio Presa, Patricia García García, Nuria García Bartolomé, Francisco Javier Arnáiz García, Maria Remedios Pedrosa Sáez.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;03/11/2010;NO;SI;11/10/2012;NO;PENDIENTE;La presente invención se refiere a un procedimiento para la reducción catalítica de compuestos orgánicos que incluyen un grupo funcional sulfóxido a compuestos tipo sulfuro que incluyen un grupo funcional tioéter mediante la utilización de pinacol (2,3-dimetil-2,3-butanodiol) como agente reductor en presencia de un catalizador de molibdeno (VI), en un medio libre de disolventes orgánicos, bajo presión atmosférica y a una temperatura entre 80-90 ºC, generando como únicos subproductos agua y acetona.;pinacol, reducción, sulfóxidos, catalizador molibdeno;;ESPAÑA;SI;NO;NO;;;no tiene;;SI;NO;NO;;Industria Química;NO LICENCIADA 
Burgos;Procedimiento de obtencion de yeso aligerado con residuos de poliuretano espumado;P201001011;Patente;Jesús Gadea Sáinz, Verónica Calderón Carpintero, Ángel Rodriguez Sáiz, Javier Garabito López, Pablo Campos de la fuente, Sara Gutierrez González.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;10/10/2010;NO;SI;NO TIENE;NO;PENDIENTE;La presente invención consiste en la obtención de un nuevo material de yeso aligerado para su uso en la construcción, en el que se incorporan residuos industriales de espumas rígidas de poliuretano. Los residuos poliméricos espumados se mezclan tras su molido con el yeso a diferentes granulometrías en función de su uso.;Yeso ligero, espuma, poliuretano, reciclado;C04B16/08/ C04B28/14;ESPAÑA;SI;NO;NO;;;no tiene;;SI;NO;NO;;Principal aplicación del material (yeso aligerado) para su uso en la construcción;NO LICENCIADA
Burgos;Dispositivo para medidas espectroelectroquímicas con rendija móvil;U201000707;Modelo de utilidad;Alvaro Colina Santamaría, Jesús López Palacios, Mª Aránzazu Heras Vidaurre.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;02/07/2010;NO;SI;NO TIENE;NO;PENDIENTE;La presente invención se enmarca en los métodos electroquímicos de análisis, y particularmente, se refiere a un dispositivo para realizar medidas espectroelectroquímicas de transmisión con haz de radiación paralelo a la superficie del electrodo, útil por ejemplo para ensayos en laboratorios de investigación.;Espectroelectroquímica, electroquímica, espectroscopía, celda;pendiente ;ESPAÑA;SI;NO;NO;;;no tiene;;NO;NO;NO;;Aplicación para ensayos electroelectroquímicos ;NO LICENCIADA
Burgos;Dispositivo electródico para la detección de cromo, procedimiento de fabricación y uso de dicho dispositivo;P201000737;Patente;Julia Arcos Martínez, Olga Domínguez Renedo, Maria Asunción Alonso Lomillo.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;02/06/2010;NO;SI;25/07/2012;NO;PENDIENTE;La presente invención consiste en un dispositivo electródico para la detección simultánea de cromo trivalente, Cr (III), y cromo hexavalente, Cr (VI), con cuatro electrodos, obtenidos todos los electrodos por serigrafía, modificándose uno de ellos con una película de mercurio y el otro con nanopartículas de oro, así como su procedimiento de fabricación y su uso en la detección citada;Especiación de cromo, voltalmperometria diferencial de impulsos, electrodos de película de mercurio, nanopartículas de oro, electrodos serigrafiados;2210,05;ESPAÑA;SI;NO;NO;;;P200701770 PCT/IL96/00071;;SI;NO;NO;;Se enmarca en el campo de las celdas electroquímicas aplicadas al análisis de sustancias;NO LICENCIADA
Burgos;Dispositivo electródico para la detección de cocaína, procedimiento de fabricación y uso de dicho dispositivo;P201000738;Patente;Julia Arcos Martínez, Olga Domínguez Renedo, Maria Asunción Alonso Lomillo.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;02/06/2010;NO;SI;08/08/2012;NO;PENDIENTE;La presente invención consiste en un dispositivo electródico para la detección de cocaína, con tres electrodos por serigrafía, modificándose uno de ellos con una enzima, así como su procedimiento de fabricación y su uso en la detección citada;electrodo, cocaína, electroquímicas, sustancias;2210,05;ESPAÑA;SI;NO;NO;;;no tiene;;SI;NO;SI;;Se enmarca en el campo de las celdas electroquímicas aplicadas al análisis de sustancias;NO LICENCIADA
Burgos;Dispositivo inteligente y procedimiento para la compensación de caídas de carnero en máquinas herramienta ;PCT/ES2009/070453;Patente;Ándres Bustillo Iglesias, Maritza Correa Valencia, Rodolfo Elias Haber Guerra.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;23/10/2009;NO;SI;NO TIENE;NO;PENDIENTE;La presente invención consiste en un dispositivo inteligente y el procedimiento usando dicho dispositivo para compensar las caídas de carnero mediante el uso de cálculo probabilístico, en concreto mediante redes bayesianas, y un control por modelo interno, en concreto un dispositivo de control adaptativo neuro-borroso;dispositivo, carnero, máquinas, fresadoras;3313,14;ESPAÑA;SI;NO;SI;;;no tiene;;NO;NO;NO;;La presente invención se engloba en el campo de las máquinas herramienta y de manera concreta en las que constan de un carnero, como las fresadoras;LICENCIADA
Burgos;Composite ligero cemento-polímero para la construcción obtenido a partir del reciclado de espumas rígidas de poliuretano;P200902028;Patente;Jesús Gadea Sáinz, Verónica Calderón Carpintero, Angel Rodríguez Sáiz, Carlos Junco Petrement, Aitor Martín de la Fuente, Pablo Luis Campos de la Fuente.;UBU;"Marta Sendino
947 49 20 36 
--
otri@ubu.es 
Fundación General Universidad de Burgos.
C/ Don Juan de Austria, nº 1
09001 Burgos ";SI;22/10/2009;NO;SI;no tiene;NO;C04B-18/20;Composite ligero cemento-polímero para la construcción obtenido a partir del reciclado de espumas rígidas de poliuretano, de utilidad como nuevo material de construcción que sustituye a los morteros ligeros, eliminando los áridos expansivos u otro tipo de compuestos más tradicionales que se emplean en la fabricación de estos productos, sustituyéndolos por residuos de espumas rígidas de poliuretano proveniente de subproductos industriales. La invención protege, además del producto, su uso en función de las distintas propiedades del material a partir de diferentes dosificaciones, mejorando algunas de las propiedades básicas como son la trabajabilidad, la permeabilidad y el comportamiento reológico frente a cargas de fuerza. Asimismo la invención consigue conglomerados suficientemente adecuados a las necesidades de la industria de la construcción, dentro de las normas legales establecidas al uso, al mismo tiempo que aprovecha un material abundante y fácil de conseguir que impacta de forma negativa en el medio ambiente. ;composite, espuma rígida, poliuretano, mortero aligerado;3305,05;ESPAÑA;SI;NO;NO;;;US4407676;;NO;NO;NO;;Fabricación de material de construcción, en especial de materiales conglomerados ligeros;NO LICENCIADA
